Supplier_Code,Supplier_Name,Country,Part_No,Part_Description,VIN,Work_Order,Warranty_Claim,Defect,Scrap_Reason
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,2ZFT0F73344NLY4FS,WO-2025116,No,None,
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,HCDBRV4D4NHW23DK0,WO-2025183,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,M6SDM8SVGCHPLS997,WO-2025269,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,VL07XKKMZ6VG6GJ99,WO-2025186,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,YK9G33UN6SACUU5MZ,WO-2025229,No,None,
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,CJE8T3BB9S4Y1W4DY,WO-2025052,No,None,
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,BVY577KEPB6R4EKE5,WO-2025161,No,None,
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,6TUNX8EY6XASRW3YN,WO-2025125,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,MZXF5SDZLX4STXG4P,WO-2025129,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5PGJM11HALT1JAW9N,WO-2025285,No,None,Material Defect
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,PY4LYTJ00A0EN5PSY,WO-2025204,No,None,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,VETJWW88D1G7T7RMZ,WO-2025130,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,LVSAAJ84SY6PTZJDK,WO-2025025,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,PUVY6J2ZFTLSZP891,WO-2025193,No,Reject,Torque Failure
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,ZDF2KH27UBT5CKFEX,WO-2025103,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,6LBCHZ3U5S31F17GR,WO-2025121,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,BRBDXNA3LF4UL0KJZ,WO-2025219,Yes,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,7LNX4WTTTVSALDPL6,WO-2025007,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,UM6Y4K4PXA4S0MXDD,WO-2025133,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,PUVY6J2ZFTLSZP891,WO-2025193,No,Reject,Material Defect
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,ZMV5917HF3FPF72PZ,WO-2025001,No,None,
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,F8K5GBABPJ1TE8X9V,WO-2025117,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,13L4J0XZJY7BTSBAJ,WO-2025090,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,TWJPRX6DUK7N8LA21,WO-2025011,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,6X62JY3L1BN00JWUH,WO-2025155,Yes,None,Torque Failure
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,TB6YNKD7YS49W8JNT,WO-2025244,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,JTNZM42TK1641TEJP,WO-2025131,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,XW6FLWZXARKE5AJS2,WO-2025079,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,U20NH2MKTLP87VSGD,WO-2025220,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,A7RGZYV66XKZZK9WJ,WO-2025223,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,8L5KBUT6GTC3GLD3U,WO-2025279,No,Repair,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,G0X3GXVFRF427UT26,WO-2025248,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,JTNZM42TK1641TEJP,WO-2025131,No,None,
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,9LXEYVFMTJBX9ZWMY,WO-2025299,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,RPLNDA0C1B4MTKZXK,WO-2025016,No,None,
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,6HB3TUW4CHFUM574H,WO-2025242,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,67PNMMMF229AZKR3J,WO-2025253,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,BY0GK7U5BFYPFX8YE,WO-2025120,Yes,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,FTJNRNZN5SDCHKXLN,WO-2025270,No,None,
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,CL7XYD6KKSKAB1Z2M,WO-2025261,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,VLP2241AFV3C40XAM,WO-2025272,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,83CZ7PMK9H8DE71R3,WO-2025289,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,SD4T0TK49JVN7T65K,WO-2025003,No,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,8374WBEHDNP9GZTK0,WO-2025259,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,6FTL5XNA34TVBGWNK,WO-2025267,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,LVSAAJ84SY6PTZJDK,WO-2025025,Yes,None,
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,T2VS0FB8Y7JMTE3V7,WO-2025108,No,None,
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,06EW5K03NXYSPG983,WO-2025034,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,UF1RU6VTPVXEHAJHJ,WO-2025123,No,None,
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,4Z8M7YXZ0S4CV37TC,WO-2025260,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,UF1RU6VTPVXEHAJHJ,WO-2025123,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,3K9JB79ZK65XRPLRF,WO-2025070,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,6XM2YTR5JDXA787VA,WO-2025095,No,None,Material Defect
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,BAML519CXKYCMNNWV,WO-2025081,No,Repair,Sensor Fault
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,1VKBG4FK229FRJ0H9,WO-2025184,No,None,
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RYL6SRHY3TBSB3UG1,WO-2025216,No,None,
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,DHXYCX6ZSA75DC1UY,WO-2025200,No,None,
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,CL7XYD6KKSKAB1Z2M,WO-2025261,No,None,
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,ED00MUG2B4JTV4WZL,WO-2025154,No,None,
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5FUM7TBTYCZ643M34,WO-2025138,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,VRWK8T6DDKDENU3DT,WO-2025262,No,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,VLP2241AFV3C40XAM,WO-2025272,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,NFRPHPABDD5TB8MGB,WO-2025190,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,F07ZGVD6PP7F6B1L8,WO-2025153,No,None,
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,1VKBG4FK229FRJ0H9,WO-2025184,No,Repair,Assembly Error
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,D8B2AM1HGC0TNPL8X,WO-2025127,No,None,
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,D4SXL67C7HR5NN5GC,WO-2025097,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,5BLX4N9HAYGE73BZN,WO-2025156,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,ZKBB6ZEVYCYNACA2K,WO-2025101,No,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,BM3HYZJCKV2DLPV84,WO-2025021,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,AYNM1ALSEDU2WSVV2,WO-2025060,No,Reject,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,WSCGH8A7B2BB72PDB,WO-2025114,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,5RDTYDPVACWXLTGZ8,WO-2025015,No,Repair,Assembly Error
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,W2XBA3FHRU4KMJ1LK,WO-2025265,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,G6JEALRE7Z0SNP7J6,WO-2025280,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,JNML4XGS98CGDS9SD,WO-2025286,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,JTAWRY1Y1CCDED7U0,WO-2025283,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,BY0GK7U5BFYPFX8YE,WO-2025120,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,DRWJUVX9PGVVFVS9W,WO-2025017,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,TEY9BPBCC12T89D85,WO-2025063,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,0N0S8GBJXAWLFDJZV,WO-2025182,No,None,
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,RSB5SBWNRZ2AJKPRK,WO-2025047,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,PKFYMYJRDVVJ111LH,WO-2025123,No,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,LL0CCYXH3VGBN3Y33,WO-2025252,No,Repair,Torque Failure
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RNGX23YREJP3L26ZB,WO-2025258,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,PJ93TH630WBBEUH28,WO-2025110,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,9MM211LDA81ZR6E9K,WO-2025158,No,None,Material Defect
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,91994W5RENGTXCE5A,WO-2025282,No,None,
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,AGN3BHBLEDJF19ND3,WO-2025203,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,XZDVKRVXZVJPCEW7H,WO-2025171,Yes,None,
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,UYSTAAZE8T3XCZ6G2,WO-2025185,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,ED00MUG2B4JTV4WZL,WO-2025154,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,6TX1ZK83GUFCGZB7U,WO-2025175,No,None,
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,L142W1WR5XU5EYK2J,WO-2025094,No,None,
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,ARGH43P4G1HDDPBB5,WO-2025234,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,XP8WN67KR54TWGS0X,WO-2025141,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,B6X0LPPGWWE3V2F6T,WO-2025112,No,None,
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,8SJ0K4C9YBPNSY0C4,WO-2025009,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,31WBMC97C7BP229YP,WO-2025008,No,None,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,XKB08A16Z6MHGA80P,WO-2025173,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,AMH35SMJV20E51L62,WO-2025111,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,LYXUT2VDHAS3J9Y3H,WO-2025145,No,None,
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,F4F86C2FT5ZE45VD3,WO-2025151,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,S9DPVEMFL7CAPXYRK,WO-2025199,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,WSCGH8A7B2BB72PDB,WO-2025114,No,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,JU5YJPLZK4XX8PTV7,WO-2025251,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,Y9X2SYUS97KYH6SYC,WO-2025136,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,DS5YZFC4KL8CFN1V6,WO-2025013,No,Repair,
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,HSU67F2GERZ8LBKZZ,WO-2025160,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,EU1UA0YWMPF0BLJ3N,WO-2025180,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,9E0KLLHSP7ZZ1K06Y,WO-2025059,No,None,Material Defect
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,P9RJR1YTM9GM52SD5,WO-2025050,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,PYLMZSU8CG90MY7AB,WO-2025189,Yes,None,Sensor Fault
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,WGNX7N5ZCHZWPSCTX,WO-2025268,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,999-ZZZ,,4M405A0KM663NPW3S,WO-ERR-0008,No,Reject,Torque Failure
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,BVY577KEPB6R4EKE5,WO-2025161,No,Repair,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,8374WBEHDNP9GZTK0,WO-2025259,No,Repair,Assembly Error
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,8EEFDZ51WCAJG101D,WO-2025255,No,Repair,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,K8RRER707D6TCEKZ8,WO-2025044,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,44RAABMYVPWC6V8RJ,WO-2025043,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,5RDTYDPVACWXLTGZ8,WO-2025015,Yes,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,B0GUS-01,,Y8N1CM37R4N1AK75H,WO-ERR-0022,No,None,
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,9RXS7F139FY2RAJEG,WO-2025271,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,34F60GMMF5PTEFMJJ,WO-2025208,No,Reject,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,9B7NYZWB04GJHJJ41,WO-2025142,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,8CHD3ZPUTDBKNKW36,WO-2025214,No,None,
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,7LNX4WTTTVSALDPL6,WO-2025007,No,None,
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,S4FHVRSKRMN8YC619,WO-2025093,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5PGJM11HALT1JAW9N,WO-2025285,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,LF55UTNJ62TSTZ2EZ,WO-2025147,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,6X62JY3L1BN00JWUH,WO-2025155,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,AMH35SMJV20E51L62,WO-2025111,No,Reject,Sensor Fault
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,TXGP6XRFK6YX5DMM9,WO-2025039,No,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,FCW32NDCU2VZU0DED,WO-2025197,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,BT4E30CERPXC2SZ9M,WO-2025062,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,BRBDXNA3LF4UL0KJZ,WO-2025219,No,None,Material Defect
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,L142W1WR5XU5EYK2J,WO-2025094,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,ETSA00YWKK0CPHY0B,WO-2025297,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,6PSNFC4Z0TPXRHFBV,WO-2025191,Yes,Repair,Assembly Error
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,NZ3J6X91DXTN4VHZY,WO-2025224,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,J7CZTBW6SBJB2N0NY,WO-2025135,No,Repair,Assembly Error
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,J54ZYH0KJEX6PT7YN,WO-2025068,No,Reject,Sensor Fault
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,3AA2S0XZM74ZXCMHD,WO-2025209,No,None,
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,RYUFW1TEDEAT0XG19,WO-2025188,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,RNF4JC1KUHBTMRRNT,WO-2025032,No,None,Material Defect
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,WGNX7N5ZCHZWPSCTX,WO-2025268,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,BVY577KEPB6R4EKE5,WO-2025161,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,W2XBA3FHRU4KMJ1LK,WO-2025265,Yes,Repair,Torque Failure
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,5HK1B6F84YA061XZZ,WO-2025296,No,None,Material Defect
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,KXEF3MXV5CFHLKJYJ,WO-2025018,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,KEL05UP0N32UC4U4Y,WO-2025035,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,9B7NYZWB04GJHJJ41,WO-2025142,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,RAJD61WS2S6ZHABF1,WO-2025278,No,None,
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,VW76C3NMZB5BPM0SB,WO-2025076,No,None,Material Defect
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,LR1BM85R4EBS3WZAS,WO-2025072,No,None,
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,KA2DLVBLLE4A3F77T,WO-2025078,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,8YLWKXKNRPVMV5ZGP,WO-2025273,No,None,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,5FGBV63JH2N0A5ZD3,WO-2025236,Yes,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,ZKBB6ZEVYCYNACA2K,WO-2025101,Yes,Reject,Sensor Fault
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,0SX6L87PTCG8S7RSE,WO-2025105,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,8CHD3ZPUTDBKNKW36,WO-2025214,Yes,None,
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,BRBDXNA3LF4UL0KJZ,WO-2025219,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,6BRXZP653DZJYM8PF,WO-2025169,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,GB7J42J1VZ50CERWX,WO-2025099,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,UXY5ZDH3X57GDHKXR,WO-2025196,No,None,
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,NNMRFG1R25FY580NU,WO-2025172,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,44RAABMYVPWC6V8RJ,WO-2025043,No,None,
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,7LNX4WTTTVSALDPL6,WO-2025007,Yes,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,AYTJEA5Y45BYK26RX,WO-2025222,No,None,
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,SWGYP235X5EM4431S,WO-2025233,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,L70VNSB8NFL4DGLE8,WO-2025225,No,None,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,9E0KLLHSP7ZZ1K06Y,WO-2025059,No,None,
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,SR1WBR6772L6T5V10,WO-2025146,Yes,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,AAHWX958YKKS6Y5LD,WO-2025118,No,Reject,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,PJ93TH630WBBEUH28,WO-2025110,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,795W3KSA7Y0WZ84P6,WO-2025266,Yes,None,
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,VW76C3NMZB5BPM0SB,WO-2025076,No,Repair,Assembly Error
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,VG8BB4DXVPCKWLYUH,WO-2025247,No,None,Material Defect
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,LVSAAJ84SY6PTZJDK,WO-2025025,No,None,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,3F08C3870E1A79NMZ,WO-2025150,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,F6C8NNLKNXV9ZYZ12,WO-2025176,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,8D3PDKXDGTDPUP6PS,WO-2025104,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,L70VNSB8NFL4DGLE8,WO-2025225,No,Repair,Assembly Error
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,ASZS4DE1AVBK76NUC,WO-2025281,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,6BSZRPDNPCK03AF4U,WO-2025239,Yes,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,6PEM9NNC8ZCH08P3L,WO-2025091,No,None,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,5PPYA8SNMBB3SNXZY,WO-2025192,No,None,
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,WP6E0N8Z4YBBM0J33,WO-2025069,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,3AA2S0XZM74ZXCMHD,WO-2025209,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,VFXHR7TTK58GDFHWJ,WO-2025128,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,34F60GMMF5PTEFMJJ,WO-2025208,No,None,
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,6TX1ZK83GUFCGZB7U,WO-2025175,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,5HK1B6F84YA061XZZ,WO-2025296,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,8YLWKXKNRPVMV5ZGP,WO-2025273,No,None,Material Defect
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,VMJK509TWKMCY50PG,WO-2025096,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,18VGBYR71TB1FG24V,WO-2025231,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,YK9G33UN6SACUU5MZ,WO-2025229,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,BDX57FKRT1DYME5RP,WO-2025029,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,FTJNRNZN5SDCHKXLN,WO-2025270,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,B6X0LPPGWWE3V2F6T,WO-2025112,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,8CV57TPB0DS7JAMJM,WO-2025042,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,5FGBV63JH2N0A5ZD3,WO-2025236,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,8U5EPA48SMPAT8RR4,WO-2025202,No,None,Material Defect
