Event_ID,Line,Station,TS,Part_No,Part_Description,BOM_Valid,Torque_Nm,Temp_C,Pressure,Defect,VIN,Supplier,Supplier_Name,Supplier_Country,Work_Order,Work_Order_VIN_Valid,Tool_ID,Tool_Description,Tool_Valid,Inspection_Source,Scrap_Reason,Scrap_Reason_Description,Energy_kWh,Warranty_Claim,Plan_Production,Shift,Sensor_Anomaly,Cycle_Time_Seconds,Cycle_Time_Minutes,Cycle_Time_Valid,Cycle_Time_Anomaly,Rework,Cleaning_Issues
EVT-01127,GA-2,STN-03,2025-06-11 21:12:00,456-DEF,Rear Suspension Module,True,44.17,98.8,51.6,None,BM3HYZJCKV2DLPV84,SUP-09,Nova Sensor Systems,South Korea,WO-2025021,True,T-103,Vision Alignment Rig,True,camera,S3,Assembly Error,4.33,No,115,B,False,165.0,2.75,True,False,False,
EVT-01128,GA-1,STN-05,2025-02-14 16:16:41,123-ABC,Front Axle Assembly,True,26.21,80.8,50.2,None,VDUMJ53UHTM96FF31,SUP-09,Nova Sensor Systems,South Korea,WO-2025170,True,T-105,Press Tool,True,manual,S1,Material Defect,4.38,No,116,B,True,297.0,4.95,True,False,False,
EVT-01129,GA-1,STN-03,2025-08-11 07:23:25,101-JKL,Battery Cooling Harness,True,51.82,81.0,45.1,None,F07ZGVD6PP7F6B1L8,SUP-09,Nova Sensor Systems,South Korea,WO-2025153,True,T-103,Vision Alignment Rig,True,sensor,S3,Assembly Error,3.11,No,121,A,False,,,True,False,False,
EVT-01130,GA-3,STN-01,2025-03-20 17:27:46,101-JKL,Battery Cooling Harness,True,53.14,95.1,68.4,None,TVSD86DWDWZMUGTHV,SUP-01,Atlas Fasteners,India,WO-2025207,True,T-101,Fixture Clamp,True,camera,,,2.51,No,111,B,True,,,True,False,False,
EVT-01131,GA-2,STN-03,2025-10-03 16:42:05,789-GHI,Steering Rack,True,42.02,61.78,38.3,None,J54ZYH0KJEX6PT7YN,SUP-05,Prime Casting Solutions,Japan,WO-2025068,True,T-103,Vision Alignment Rig,True,manual,S1,Material Defect,4.52,No,114,B,True,807.0,13.45,False,True,False,invalid_cycle_time
EVT-01132,GA-3,STN-02,2025-05-18 17:49:23,202-MNO,Brake Cylinder,True,47.74,94.1,53.6,None,67PNMMMF229AZKR3J,SUP-05,Prime Casting Solutions,Japan,WO-2025253,True,T-102,Torque Gun,True,manual,S4,Sensor Fault,3.62,No,120,B,False,155.0,2.58,True,False,False,
EVT-01133,GA-1,STN-01,2025-06-17 13:52:00,101-JKL,Battery Cooling Harness,True,48.76,101.5,45.8,None,SD4T0TK49JVN7T65K,SUP-01,Atlas Fasteners,India,WO-2025003,True,T101,,False,sensor,S4,Sensor Fault,2.49,No,115,A,False,,,True,False,False,invalid_tool_id
EVT-01134,GA-1,STN-09,2025-01-14 17:48:32,202-MNO,Brake Cylinder,True,64.26,93.6,53.5,None,6FTL5XNA34TVBGWNK,SUP-05,Prime Casting Solutions,Japan,WO-2025267,True,T-109,End-of-Line Scanner,True,camera,,,1.99,No,123,B,False,272.0,4.53,True,False,False,
EVT-01135,GA-3,STN-09,2025-04-03 16:41:14,456-DEF,Rear Suspension Module,True,45.08,87.9,52.5,None,DHXYCX6ZSA75DC1UY,SUP-01,Atlas Fasteners,India,WO-2025200,True,T-109,End-of-Line Scanner,True,camera,S2,Torque Failure,2.49,No,120,B,False,204.0,3.4,True,False,False,
EVT-01138,GA-3,STN-02,2025-04-21 20:10:29,456-DEF,Rear Suspension Module,True,47.02,94.9,54.0,Repair,91994W5RENGTXCE5A,SUP-11,Vector Drive Components,USA,WO-2025282,True,T-102,Torque Gun,True,manual,S1,Material Defect,2.78,No,118,B,False,449.0,7.48,True,False,False,
EVT-01139,GA-3,STN-07,2025-04-02 17:49:47,202-MNO,Brake Cylinder,True,59.87,79.4,41.7,None,A984VWKZSMKLKY8YG,SUP-01,Atlas Fasteners,India,WO-2025014,True,T-107,Seal Applicator,True,sensor,S1,Material Defect,3.87,No,115,B,False,235.0,3.92,True,False,False,
EVT-01140,GA-2,STN-01,2025-10-24 16:37:00,123-ABC,Front Axle Assembly,True,40.29,81.3,49.5,None,LVSAAJ84SY6PTZJDK,SUP-11,Vector Drive Components,USA,WO-2025025,True,T-101,Fixture Clamp,True,manual,,,2.23,No,113,B,False,,,True,False,False,
EVT-01141,GA-1,STN-07,2025-12-05 17:10:26,789-GHI,Steering Rack,True,48.76,84.39,40.1,None,J8J7KVEKAUK11RJD8,SUP-05,Prime Casting Solutions,Japan,WO-2025243,True,T-107,Seal Applicator,True,manual,S4,Sensor Fault,3.86,No,117,B,False,238.0,3.97,True,False,False,
EVT-01142,GA-3,STN-05,2025-05-16 09:32:07,789-GHI,Steering Rack,True,46.41,88.1,41.2,None,44RAABMYVPWC6V8RJ,SUP-05,Prime Casting Solutions,Japan,WO-2025043,True,T-105,Press Tool,True,sensor,,,5.53,No,117,A,False,367.0,6.12,True,False,False,
EVT-01143,GA-1,STN-01,2025-08-04 17:41:12,456-DEF,Rear Suspension Module,True,48.86,82.8,38.8,Repair,ZKBB6ZEVYCYNACA2K,SUP-09,Nova Sensor Systems,South Korea,WO-2025101,True,T-101,Fixture Clamp,True,manual,S2,Torque Failure,2.17,No,125,B,False,10193816.0,169896.93,False,True,True,invalid_cycle_time
EVT-01144,GA-2,STN-05,2025-11-05 08:41:02,303-PQR,Door Lock Module,True,49.78,86.6,34.2,None,E53K31VWDJH2PAGNP,SUP-11,Vector Drive Components,USA,WO-2025028,True,T-105,Press Tool,True,sensor,,,3.98,No,112,A,False,285.0,4.75,True,False,True,
EVT-01145,GA-2,STN-05,2025-09-07 12:36:55,101-JKL,Battery Cooling Harness,True,59.26,82.28,39.7,None,6BRXZP653DZJYM8PF,SUP-11,Vector Drive Components,USA,WO-2025169,True,T-105,Press Tool,True,camera,,,4.18,No,108,A,False,689.0,11.48,False,True,False,invalid_cycle_time
EVT-01146,GA-2,STN-01,2025-05-10 12:59:24,123-ABC,Front Axle Assembly,True,44.37,98.8,38.1,None,T5RZZ05ZMHU73733B,SUP-11,Vector Drive Components,USA,WO-2025067,True,T-101,Fixture Clamp,True,sensor,S3,Assembly Error,2.04,No,105,A,False,,,True,False,False,
EVT-01147,GA-2,STN-05,2025-02-24 15:29:25,456-DEF,Rear Suspension Module,True,39.98,78.72,50.9,Repair,6PSNFC4Z0TPXRHFBV,SUP-05,Prime Casting Solutions,Japan,WO-2025191,True,T105,,False,sensor,S3,Assembly Error,3.76,No,110,B,False,61.0,1.02,True,False,False,invalid_tool_id
EVT-01148,GA-3,STN-09,2025-12-06 16:58:00,303-PQR,Door Lock Module,True,51.0,95.4,47.3,None,4XBWDDU8NCHD8MEYY,SUP-02,Precision Motion Works,Germany,WO-2025149,True,T-109,End-of-Line Scanner,True,sensor,S1,Material Defect,2.58,No,119,B,False,287.0,4.78,True,False,False,
EVT-01150,GA-1,STN-05,2025-03-18 17:26:12,123-ABC,Front Axle Assembly,True,57.53,95.4,35.5,Repair,HCDBRV4D4NHW23DK0,SUP-09,Nova Sensor Systems,South Korea,WO-2025183,True,T-105,Press Tool,True,manual,,,3.76,No,120,B,False,260.0,4.33,True,False,True,
EVT-01151,GA-1,STN-09,2025-12-04 16:44:00,789-GHI,Steering Rack,True,55.69,88.4,52.2,None,3F08C3870E1A79NMZ,SUP-01,Atlas Fasteners,India,WO-2025150,True,T109,,False,sensor,,,2.16,No,119,B,False,373.0,6.22,True,False,False,invalid_tool_id
EVT-01152,GA-2,STN-09,2025-02-07 14:02:24,303-PQR,Door Lock Module,True,49.47,78.5,51.8,None,BUJRKB4PRDBRFMM6G,SUP-05,Prime Casting Solutions,Japan,WO-2025174,True,T-109,End-of-Line Scanner,True,sensor,S1,Material Defect,2.51,No,105,B,False,444.0,7.4,True,False,True,
EVT-01153,GA-1,STN-03,2025-07-02 20:39:39,101-JKL,Battery Cooling Harness,True,52.02,83.11,32.2,None,9WHP4DF4KY1G9DSAZ,SUP-02,Precision Motion Works,Germany,WO-2025298,True,T-103,Vision Alignment Rig,True,sensor,,,3.72,No,115,B,False,12527139.0,208785.65,False,True,False,invalid_cycle_time
EVT-01154,GA-1,STN-03,2025-07-11 17:41:41,789-GHI,Steering Rack,True,59.98,85.5,53.8,None,8D3PDKXDGTDPUP6PS,SUP-05,Prime Casting Solutions,Japan,WO-2025104,True,T-103,Vision Alignment Rig,True,manual,S3,Assembly Error,4.28,No,125,B,False,187.0,3.12,True,False,False,
EVT-01155,GA-3,STN-03,2025-10-15 20:54:17,456-DEF,Rear Suspension Module,True,43.15,95.6,21.9,None,AYTJEA5Y45BYK26RX,SUP-09,Nova Sensor Systems,South Korea,WO-2025222,True,T-103,Vision Alignment Rig,True,camera,,,3.02,No,114,B,True,115.0,1.92,True,False,False,
EVT-01156,GA-3,STN-05,2025-03-08 15:39:55,202-MNO,Brake Cylinder,True,63.04,92.6,43.8,None,YC8U28U1TAYU8KG44,SUP-01,Atlas Fasteners,India,WO-2025030,True,T-105,Press Tool,True,sensor,S1,Material Defect,4.82,No,118,B,False,513.0,8.55,True,False,False,
EVT-01157,GA-2,STN-05,2025-04-24 20:52:45,303-PQR,Door Lock Module,True,58.85,86.0,52.2,None,18VGBYR71TB1FG24V,SUP-11,Vector Drive Components,USA,WO-2025231,True,T-105,Press Tool,True,manual,S2,Torque Failure,5.11,No,113,B,False,225.0,3.75,True,False,False,
EVT-01158,GA-2,STN-01,2025-02-08 19:02:07,456-DEF,Rear Suspension Module,True,45.19,101.0,40.8,None,ETSA00YWKK0CPHY0B,SUP-09,Nova Sensor Systems,South Korea,WO-2025297,True,T-101,Fixture Clamp,True,camera,,,3.35,No,114,B,False,,,True,False,False,
EVT-01159,GA-2,STN-01,2025-04-05 05:39:02,303-PQR,Door Lock Module,True,45.39,84.2,41.7,None,PPZ23CM5AFR71S2PA,SUP-11,Vector Drive Components,USA,WO-2025113,True,T101,,False,sensor,S3,Assembly Error,3.06,No,109,C,False,,,True,False,False,invalid_tool_id
EVT-01160,GA-2,STN-07,2025-01-05 09:32:45,123-ABC,Front Axle Assembly,True,49.37,81.1,53.8,Reject,6WFUWZEZK3MD7Y730,SUP-01,Atlas Fasteners,India,WO-2025037,True,T-107,Seal Applicator,True,camera,S4,Sensor Fault,3.21,No,108,A,False,377.0,6.28,True,False,False,
EVT-01161,GA-2,STN-09,2025-02-12 06:23:36,123-ABC,Front Axle Assembly,True,56.3,96.61,36.5,None,RYUFW1TEDEAT0XG19,SUP-01,Atlas Fasteners,India,WO-2025188,True,T-109,End-of-Line Scanner,True,sensor,,,2.47,No,110,A,False,2034.0,33.9,False,True,False,invalid_cycle_time
EVT-01162,GA-2,STN-07,2025-10-08 09:22:40,202-MNO,Brake Cylinder,True,52.02,78.1,52.1,None,JU5YJPLZK4XX8PTV7,SUP-02,Precision Motion Works,Germany,WO-2025251,True,T-107,Seal Applicator,True,manual,S4,Sensor Fault,2.5,No,113,A,False,374.0,6.23,True,False,False,
EVT-01163,GA-3,STN-01,2025-05-17 19:16:37,123-ABC,Front Axle Assembly,True,54.57,97.28,51.0,None,FMD23VF30J496ETJ8,SUP-11,Vector Drive Components,USA,WO-2025195,True,T-101,Fixture Clamp,True,sensor,,,3.35,No,120,B,False,,,True,False,False,
EVT-01164,GA-2,STN-09,2025-12-22 17:28:30,303-PQR,Door Lock Module,True,39.78,99.3,49.2,None,PMW3YCDZK0Y65MWEM,SUP-09,Nova Sensor Systems,South Korea,WO-2025005,True,T-109,End-of-Line Scanner,True,camera,S4,Sensor Fault,2.71,No,106,B,False,324.0,5.4,True,False,False,
EVT-01165,GA-3,STN-01,2025-07-07 07:16:36,456-DEF,Rear Suspension Module,True,65.18,52.8,52.4,None,6TX1ZK83GUFCGZB7U,SUP-05,Prime Casting Solutions,Japan,WO-2025175,True,T-101,Fixture Clamp,True,manual,S2,Torque Failure,3.21,No,112,A,True,,,True,False,False,
EVT-01166,GA-3,STN-07,2025-12-10 19:39:46,303-PQR,Door Lock Module,True,49.16,94.78,51.4,Repair,JNUHLZNF2TUFEJGPV,SUP-02,Precision Motion Works,Germany,WO-2025237,True,T-107,Seal Applicator,True,manual,S2,Torque Failure,2.44,No,111,B,False,5097354.0,84955.9,False,True,False,invalid_cycle_time
EVT-01167,GA-3,STN-02,2025-03-08 15:31:22,202-MNO,Brake Cylinder,True,25.81,94.2,35.7,None,YC8U28U1TAYU8KG44,SUP-01,Atlas Fasteners,India,WO-2025030,True,T-102,Torque Gun,True,sensor,S4,Sensor Fault,3.75,No,116,B,True,345.0,5.75,True,False,False,
EVT-01168,GA-2,STN-01,2025-01-01 19:48:04,303-PQR,Door Lock Module,True,52.22,99.7,51.6,None,RLPPT8TZPZLXCFAXS,SUP-01,Atlas Fasteners,India,WO-2025288,True,T-101,Fixture Clamp,True,sensor,S1,Material Defect,2.67,No,110,B,False,,,True,False,False,
EVT-01169,GA-1,STN-09,2025-05-11 06:01:05,123-ABC,Front Axle Assembly,True,39.58,79.72,48.8,None,C1PADTKV0FKG8XYRU,SUP-05,Prime Casting Solutions,Japan,WO-2025106,True,T-109,End-of-Line Scanner,True,camera,S4,Sensor Fault,2.39,No,121,A,False,61.0,1.02,True,False,False,
EVT-01170,GA-1,STN-05,2025-08-08 11:06:59,202-MNO,Brake Cylinder,True,61.3,82.2,47.1,None,F8K5GBABPJ1TE8X9V,SUP-01,Atlas Fasteners,India,WO-2025117,True,T-105,Press Tool,True,manual,,,5.31,No,123,A,False,302.0,5.03,True,False,True,
EVT-01171,GA-1,STN-05,2025-06-18 10:26:00,789-GHI,Steering Rack,True,41.21,80.5,33.6,None,NNMRFG1R25FY580NU,SUP-11,Vector Drive Components,USA,WO-2025172,True,T-105,Press Tool,True,camera,,,3.73,No,115,A,False,264.0,4.4,True,False,True,
EVT-01172,GA-1,STN-03,2025-06-02 12:27:38,123-ABC,Front Axle Assembly,True,53.65,80.61,45.1,None,M2THBCC2ZG1PCNS9A,SUP-02,Precision Motion Works,Germany,WO-2025287,True,T-103,Vision Alignment Rig,True,manual,S4,Sensor Fault,4.05,No,121,A,False,335.0,5.58,True,False,True,
EVT-01173,GA-1,STN-05,2025-08-03 18:37:08,101-JKL,Battery Cooling Harness,True,50.9,78.6,64.4,Repair,S0ER9TC122117NZYU,SUP-11,Vector Drive Components,USA,WO-2025123,False,T-105,Press Tool,True,manual,,,4.26,No,120,B,True,,,True,False,False,invalid_work_order_vin_mapping
EVT-01174,GA-3,STN-09,2025-12-08 06:12:43,101-JKL,Battery Cooling Harness,True,63.85,83.61,48.7,None,57W67GTEXMTS5F866,SUP-11,Vector Drive Components,USA,WO-2025256,True,T-109,End-of-Line Scanner,True,camera,S1,Material Defect,3.06,No,115,A,False,95.0,1.58,True,False,False,
EVT-01175,GA-2,STN-05,2025-01-08 15:11:50,789-GHI,Steering Rack,True,44.17,93.3,45.7,Repair,JTNZM42TK1641TEJP,SUP-05,Prime Casting Solutions,Japan,WO-2025131,True,T-105,Press Tool,True,camera,,,4.82,No,111,B,False,248.0,4.13,True,False,False,
EVT-01176,GA-3,STN-05,2025-08-24 18:18:00,303-PQR,Door Lock Module,True,60.69,88.28,48.7,None,9N8479S2233D92CPP,SUP-02,Precision Motion Works,Germany,WO-2025177,True,T-105,Press Tool,True,camera,S3,Assembly Error,3.74,No,116,B,False,377.0,6.28,True,False,False,
EVT-01177,GA-1,STN-05,2025-11-19 06:39:05,101-JKL,Battery Cooling Harness,True,85.07,91.4,53.1,None,RNGX23YREJP3L26ZB,SUP-11,Vector Drive Components,USA,WO-2025258,True,T-105,Press Tool,True,camera,S4,Sensor Fault,5.28,No,122,A,True,149.0,2.48,True,False,True,
EVT-01178,GA-1,STN-09,2025-08-25 08:37:04,303-PQR,Door Lock Module,True,44.98,93.89,47.0,None,UXY5ZDH3X57GDHKXR,SUP-11,Vector Drive Components,USA,WO-2025196,True,T-109,End-of-Line Scanner,True,sensor,S2,Torque Failure,2.06,No,117,A,False,719.0,11.98,False,True,False,invalid_cycle_time
EVT-01179,GA-3,STN-05,2025-10-10 15:03:51,456-DEF,Rear Suspension Module,True,62.12,87.6,32.4,None,LL7CPXY1G5TMRMFFA,SUP-02,Precision Motion Works,Germany,WO-2025051,True,T-105,Press Tool,True,sensor,,,4.59,No,110,B,False,401.0,6.68,True,False,True,
EVT-01180,GA-2,STN-01,2025-06-04 11:39:00,456-DEF,Rear Suspension Module,True,49.47,89.5,44.3,None,PJ93TH630WBBEUH28,SUP-09,Nova Sensor Systems,South Korea,WO-2025110,True,T-101,Fixture Clamp,True,camera,S4,Sensor Fault,2.55,No,105,A,False,5096306.0,84938.43,False,True,True,invalid_cycle_time
EVT-01181,GA-2,STN-03,2025-02-02 20:24:00,202-MNO,Brake Cylinder,True,48.45,98.4,46.6,None,D4SXL67C7HR5NN5GC,SUP-01,Atlas Fasteners,India,WO-2025097,True,T-103,Vision Alignment Rig,True,camera,,,3.49,No,115,B,False,180.0,3.0,True,False,False,
EVT-01182,GA-3,STN-05,2025-04-19 15:23:00,101-JKL,Battery Cooling Harness,True,41.92,92.0,20.0,None,U3TWZ65RJ3XJJ807C,SUP-05,Prime Casting Solutions,Japan,WO-2025157,True,T-105,Press Tool,True,sensor,S3,Assembly Error,3.68,No,110,B,True,205.0,3.42,True,False,False,
EVT-01183,GA-2,STN-01,2025-05-10 19:38:45,303-PQR,Door Lock Module,True,25.81,92.6,43.6,None,616N9TT7U30CW4VLC,SUP-09,Nova Sensor Systems,South Korea,WO-2025006,True,T-101,Fixture Clamp,True,sensor,,,2.56,No,109,B,True,,,True,False,False,
EVT-01184,GA-3,STN-05,2025-07-08 15:39:01,456-DEF,Rear Suspension Module,True,44.68,101.0,35.1,None,GVG81JX0GPWS2WNR6,SUP-02,Precision Motion Works,Germany,WO-2025235,True,T-105,Press Tool,True,camera,S2,Torque Failure,5.64,No,117,B,False,,,True,False,True,
EVT-01185,GA-3,STN-02,2025-07-07 07:22:00,456-DEF,Rear Suspension Module,True,52.94,82.8,44.5,None,6TX1ZK83GUFCGZB7U,SUP-05,Prime Casting Solutions,Japan,WO-2025175,True,T-102,Torque Gun,True,sensor,S2,Torque Failure,3.24,No,112,A,False,324.0,5.4,True,False,False,
EVT-01186,GA-2,STN-02,2025-02-22 13:39:27,303-PQR,Door Lock Module,True,42.23,89.3,48.0,None,PH9TDBDX3PCN9U95A,SUP-11,Vector Drive Components,USA,WO-2025000,True,T-102,Torque Gun,True,camera,S4,Sensor Fault,3.37,No,108,A,False,,,True,False,False,
EVT-01187,GA-1,STN-09,2025-02-10 14:00:48,789-GHI,Steering Rack,True,41.62,95.6,37.0,None,4SFVS984JAVKE2324,SUP-11,Vector Drive Components,USA,WO-2025210,True,T-109,End-of-Line Scanner,True,manual,S2,Torque Failure,2.34,No,119,B,False,288.0,4.8,True,False,False,
EVT-01188,GA-1,STN-03,2025-12-10 08:16:00,456-DEF,Rear Suspension Module,True,73.75,96.72,47.3,None,5HZ8Y43EWH5RT2DZ7,SUP-09,Nova Sensor Systems,South Korea,WO-2025217,True,T-103,Vision Alignment Rig,True,camera,S2,Torque Failure,2.81,No,118,A,True,114.0,1.9,True,False,False,
EVT-01189,GA-2,STN-07,2025-11-01 10:24:37,101-JKL,Battery Cooling Harness,True,72.32,84.5,53.9,Reject,6HB3TUW4CHFUM574H,SUP-09,Nova Sensor Systems,South Korea,WO-2025242,True,T-107,Seal Applicator,True,manual,S2,Torque Failure,3.88,No,112,A,True,127.0,2.12,True,False,False,
EVT-01190,GA-1,STN-03,2025-07-03 15:36:33,456-DEF,Rear Suspension Module,True,47.43,88.4,52.4,Repair,VLP2241AFV3C40XAM,SUP-09,Nova Sensor Systems,South Korea,WO-2025272,True,T-103,Vision Alignment Rig,True,sensor,S2,Torque Failure,4.59,Yes,122,B,False,5.0,0.08,True,False,False,
EVT-01191,GA-3,STN-02,2025-03-16 13:17:30,303-PQR,Door Lock Module,True,81.91,84.8,49.4,None,9RXS7F139FY2RAJEG,SUP-02,Precision Motion Works,Germany,WO-2025271,True,T-102,Torque Gun,True,sensor,S4,Sensor Fault,2.43,No,116,A,True,132.0,2.2,True,False,False,
EVT-01192,GA-2,STN-07,2025-10-02 21:38:28,101-JKL,Battery Cooling Harness,True,52.02,96.11,33.0,None,5J71AM1FP9URP4AMR,SUP-11,Vector Drive Components,USA,WO-ERR-0011,True,BAD-TOOL,,False,sensor,S2,Torque Failure,3.57,No,110,B,False,,,True,False,False,invalid_tool_id
EVT-01193,GA-2,STN-02,2025-10-01 18:52:23,789-GHI,Steering Rack,True,87.01,91.28,68.6,None,CL7XYD6KKSKAB1Z2M,SUP-09,Nova Sensor Systems,South Korea,WO-2025261,True,T-102,Torque Gun,True,manual,S4,Sensor Fault,2.5,No,111,B,True,260.0,4.33,True,False,False,
EVT-01194,GA-3,STN-01,2025-04-09 10:50:44,303-PQR,Door Lock Module,True,56.3,79.7,46.7,None,ZMV5917HF3FPF72PZ,SUP-02,Precision Motion Works,Germany,WO-2025001,True,T-101,Fixture Clamp,True,camera,S3,Assembly Error,3.27,No,114,A,False,,,True,False,False,
EVT-01195,GA-2,STN-09,2025-10-04 18:28:42,202-MNO,Brake Cylinder,True,59.57,57.1,36.9,None,4Z8M7YXZ0S4CV37TC,SUP-01,Atlas Fasteners,India,WO-2025260,True,T-109,End-of-Line Scanner,True,camera,S4,Sensor Fault,2.5,No,107,B,True,113.0,1.88,True,False,False,
EVT-01196,GA-1,STN-05,2025-06-09 15:10:56,303-PQR,Door Lock Module,True,48.45,81.3,45.7,None,LPSEBSX2GVKB6MY01,SUP-11,Vector Drive Components,USA,WO-2025137,True,T-105,Press Tool,True,manual,,,5.72,No,119,B,False,556.0,9.27,True,False,True,
EVT-01197,GA-3,STN-03,2025-09-08 06:28:02,123-ABC,Front Axle Assembly,True,58.75,100.0,48.7,None,Z9M0E9XZ5XCA14DA0,SUP-09,Nova Sensor Systems,South Korea,WO-2025167,True,T-103,Vision Alignment Rig,True,sensor,S1,Material Defect,4.21,No,114,A,False,615.0,10.25,False,True,False,invalid_cycle_time
EVT-01198,GA-3,STN-09,2025-08-11 14:25:40,101-JKL,Battery Cooling Harness,True,39.17,98.5,40.6,None,0SX6L87PTCG8S7RSE,SUP-02,Precision Motion Works,Germany,WO-2025105,True,T-109,End-of-Line Scanner,True,sensor,S4,Sensor Fault,3.13,No,115,B,False,430.0,7.17,True,False,False,
EVT-01199,GA-2,STN-05,2025-07-16 20:23:29,456-DEF,Rear Suspension Module,True,42.02,94.11,48.0,None,FA3C7C8AYHPU5KXWT,SUP-02,Precision Motion Works,Germany,WO-2025264,True,T105,,False,camera,S4,Sensor Fault,3.92,No,108,B,False,83.0,1.38,True,False,False,invalid_tool_id
EVT-01200,GA-2,STN-07,2025-01-13 15:46:15,303-PQR,Door Lock Module,True,55.28,84.9,40.3,None,V0A2G6AP8VBK6U3RN,SUP-11,Vector Drive Components,USA,WO-2025098,True,T107,,False,sensor,S1,Material Defect,3.87,No,108,B,False,411.0,6.85,True,False,True,invalid_tool_id
EVT-01201,GA-2,STN-05,2025-07-23 18:36:18,789-GHI,Steering Rack,True,57.94,79.4,35.3,None,URFVEPEZUZ189F9V6,SUP-11,Vector Drive Components,USA,WO-2025119,True,T-105,Press Tool,True,camera,S3,Assembly Error,4.57,No,115,B,False,226.0,3.77,True,False,True,
EVT-01202,GA-3,STN-05,2025-06-06 14:03:42,456-DEF,Rear Suspension Module,True,55.28,99.9,53.1,None,5FUM7TBTYCZ643M34,SUP-05,Prime Casting Solutions,Japan,WO-2025138,True,T-105,Press Tool,True,sensor,S2,Torque Failure,4.52,Yes,116,B,False,194.0,3.23,True,False,True,
EVT-01203,GA-3,STN-07,2025-10-25 09:54:05,101-JKL,Battery Cooling Harness,True,49.27,83.6,45.5,None,F5EBC94D6NKAT1H21,SUP-09,Nova Sensor Systems,South Korea,WO-2025058,True,T-107,Seal Applicator,True,camera,,,2.46,No,116,A,False,268.0,4.47,True,False,False,
EVT-01204,GA-3,STN-07,2025-12-05 15:19:35,303-PQR,Door Lock Module,True,44.27,85.5,21.4,None,SR1WBR6772L6T5V10,SUP-02,Precision Motion Works,Germany,WO-2025146,True,T-107,Seal Applicator,True,sensor,,,2.49,No,110,B,True,206.0,3.43,True,False,False,
EVT-01205,GA-1,STN-02,2025-08-13 10:53:52,123-ABC,Front Axle Assembly,True,40.29,97.4,47.3,None,AAHWX958YKKS6Y5LD,SUP-11,Vector Drive Components,USA,WO-2025118,True,T-102,Torque Gun,True,sensor,,,2.51,No,116,A,False,385.0,6.42,True,False,False,
EVT-01206,GA-2,STN-07,2025-02-02 20:30:05,202-MNO,Brake Cylinder,True,53.55,90.6,34.8,None,D4SXL67C7HR5NN5GC,SUP-01,Atlas Fasteners,India,WO-2025097,True,T-107,Seal Applicator,True,sensor,,,2.88,No,106,B,False,185.0,3.08,True,False,False,
EVT-01207,GA-2,STN-02,2025-11-12 06:56:14,123-ABC,Front Axle Assembly,True,56.51,93.2,36.9,None,06EW5K03NXYSPG983,SUP-09,Nova Sensor Systems,South Korea,WO-2025034,True,T-102,Torque Gun,True,sensor,S3,Assembly Error,3.23,No,106,A,False,267.0,4.45,True,False,False,
EVT-01209,GA-3,STN-02,2025-08-19 11:06:00,789-GHI,Steering Rack,True,58.04,93.0,32.2,Reject,LYXUT2VDHAS3J9Y3H,SUP-02,Precision Motion Works,Germany,WO-2025145,True,T-102,Torque Gun,True,manual,S2,Torque Failure,3.66,No,111,A,False,82.0,1.37,True,False,False,
EVT-01210,GA-1,STN-07,2025-12-06 07:26:21,303-PQR,Door Lock Module,True,56.0,83.4,50.1,None,YYC9XJFNTFDUN93FU,SUP-11,Vector Drive Components,USA,WO-2025238,True,T-107,Seal Applicator,True,sensor,S4,Sensor Fault,3.36,No,122,A,False,145.0,2.42,True,False,False,
EVT-01211,GA-2,STN-09,2025-06-23 12:11:59,789-GHI,Steering Rack,True,43.25,96.11,41.1,None,SWGYP235X5EM4431S,SUP-09,Nova Sensor Systems,South Korea,WO-2025233,True,T-109,End-of-Line Scanner,True,manual,,,2.24,No,114,A,False,299.0,4.98,True,False,False,
EVT-01212,GA-1,STN-09,2025-01-09 08:43:00,123-ABC,Front Axle Assembly,True,40.6,85.2,52.7,None,CE62WNX65B4EZS2U4,SUP-09,Nova Sensor Systems,South Korea,WO-2025041,True,T-109,End-of-Line Scanner,True,manual,S2,Torque Failure,2.56,No,120,A,False,347.0,5.78,True,False,False,
EVT-01213,GA-3,STN-07,2025-04-11 11:06:50,789-GHI,Steering Rack,True,85.68,79.28,48.4,None,UM6Y4K4PXA4S0MXDD,SUP-01,Atlas Fasteners,India,WO-2025133,True,T107,,False,manual,,,3.66,Yes,115,A,True,70.0,1.17,True,False,False,invalid_tool_id
EVT-01214,GA-3,STN-02,2025-10-02 15:21:10,123-ABC,Front Axle Assembly,True,44.88,91.22,48.6,None,AYNM1ALSEDU2WSVV2,SUP-05,Prime Casting Solutions,Japan,WO-2025060,True,T-102,Torque Gun,True,sensor,S2,Torque Failure,3.25,No,116,B,False,370.0,6.17,True,False,False,
EVT-01215,GA-1,STN-09,2025-09-12 10:12:16,303-PQR,Door Lock Module,True,46.41,90.61,49.5,None,99E77LV8DL6026PPR,SUP-09,Nova Sensor Systems,South Korea,WO-2025020,True,T-109,End-of-Line Scanner,True,sensor,,,1.8,No,124,A,False,,,True,False,False,
EVT-01216,GA-2,STN-09,2025-04-08 12:36:04,101-JKL,Battery Cooling Harness,True,54.26,100.9,35.5,None,RYL6SRHY3TBSB3UG1,SUP-11,Vector Drive Components,USA,WO-2025216,True,T109,,False,sensor,S3,Assembly Error,2.65,No,114,A,False,363.0,6.05,True,False,True,invalid_tool_id
